cluster,gene_id,score,logfoldchange,pval,pval_adj,pct_expressed,gene_name_clean,is_significant,is_labeled
0,g12622_g12622,16.872824,5.5423226,7.130583255230476e-64,1.0452008935516832e-59,0.2111111111111111,g12622_g12622,True,False
0,g29024_g29024,15.114449,5.4141593,1.3005453063439971e-51,3.812678620078062e-48,0.15555555555555556,g29024_g29024,True,False
0,g29575_g29575,15.044718,6.0618033,3.739247348455015e-51,9.134981272275602e-48,0.4,g29575_g29575,True,False
0,g20812_g20812,14.58136,4.5920873,3.69091522687155e-48,5.4101435395483184e-45,0.15555555555555556,g20812_g20812,True,False
0,g22490_MEP1B_9,14.501838,5.101242,1.1794894350099928e-47,1.5717232853069522e-44,0.3333333333333333,MEP1B,True,True
0,g1986_g1986,14.474202,4.5089607,1.763598464525697e-47,2.154235524418139e-44,0.8888888888888888,g1986_g1986,True,False
0,g23053_g23053,14.364338,4.8197784,8.663035411567269e-47,9.07019807591093e-44,0.9111111111111111,g23053_g23053,True,False
0,g32779_g32779,13.934829,5.49259,3.891321267323147e-44,3.355234537436629e-41,0.32222222222222224,g32779_g32779,True,False
0,g36792_FBN1_1,13.605331,4.994743,3.72279376743505e-42,2.8720374233191033e-39,0.15555555555555556,FBN1,True,True
0,g16774_g16774,13.578368,3.7036486,5.381207288788098e-42,3.943886821952797e-39,0.14444444444444443,g16774_g16774,True,False
0,g18090_SULT1C3_6,13.500242,4.8583517,1.5586273317808497e-41,1.0169414972153111e-38,0.32222222222222224,SULT1C3,True,True
0,g39470_FBN1_2,13.224287,4.635535,6.353684071580804e-40,3.582011581585824e-37,0.2222222222222222,FBN1,True,True
0,g28712_g28712,13.016353,3.9819446,9.87773251517629e-39,5.170992971694788e-36,0.17777777777777778,g28712_g28712,True,False
0,g19825_SLC6A7_2,12.8848915,4.334141,5.475270297438619e-38,2.6752170673285095e-35,0.3888888888888889,SLC6A7,True,True
0,g18192_g18192,12.750738,4.8937893,3.088089185884127e-37,1.4145378527090477e-34,0.2111111111111111,g18192_g18192,True,False
0,g32920_SLC6A7_3,12.22347,4.316679,2.329253555721552e-34,8.754409902504233e-32,0.2111111111111111,SLC6A7,True,True
0,g26114_CRELD2_2,11.996663,3.4123058,3.699130107288693e-33,1.26097323517762e-30,0.35555555555555557,CRELD2,True,True
0,g39607_TMPRSS7_2,11.855852,5.1322856,2.006718796767654e-32,6.536552027337838e-30,0.36666666666666664,TMPRSS7,True,True
0,g41432_g41432,11.820373,4.7181864,3.063241213308327e-32,9.553402064824141e-30,0.1111111111111111,g41432_g41432,True,False
0,g29904_g29904,11.655462,4.215738,2.152094207935635e-31,5.95196167923029e-29,0.14444444444444443,g29904_g29904,True,False
0,g32754_g32754,11.576102,4.7018805,5.446697782292878e-31,1.425673144515161e-28,0.28888888888888886,g32754_g32754,True,False
0,g29125_g29125,11.551148,3.5613515,7.284077501460665e-31,1.8731580353756217e-28,0.3333333333333333,g29125_g29125,True,False
0,g12288_ABCA5,11.332515,3.4860451,9.056626061154198e-30,2.10717499689521e-27,0.17777777777777778,ABCA5,True,True
0,g18663_g18663,11.245344,3.643793,2.441431133180391e-29,5.0403517676279116e-27,0.1111111111111111,g18663_g18663,True,False
0,g14875_col6a6_5,11.239797,4.313562,2.599817031432843e-29,5.292794173158697e-27,0.1111111111111111,col6a6,True,True
0,g9775_g9775,11.229986,3.404348,2.905252765028063e-29,5.8335883602440196e-27,0.14444444444444443,g9775_g9775,True,False
0,g4792_g4792,11.166311,3.4987926,5.960485292903599e-29,1.1649172456450793e-26,0.24444444444444444,g4792_g4792,True,False
0,g6407_g6407,11.134359,3.4228384,8.535618841847908e-29,1.6462513287342977e-26,0.16666666666666666,g6407_g6407,True,False
0,g39283_g39283,10.99865,4.7661943,3.8789767389195895e-28,7.197220384694094e-26,0.4777777777777778,g39283_g39283,True,False
0,g32782_g32782,10.982077,4.693745,4.660848921788369e-28,8.539840436946739e-26,0.6777777777777778,g32782_g32782,True,False
0,g6871_g6871,10.952243,5.2846265,6.482252738534854e-28,1.173047662240048e-25,0.17777777777777778,g6871_g6871,True,False
0,g6710_g6710,10.934081,6.033618,7.920461835632844e-28,1.4158308486183686e-25,0.26666666666666666,g6710_g6710,True,False
0,g40549_g40549,10.868456,4.436934,1.6293523104748807e-27,2.8774754418000967e-25,0.12222222222222222,g40549_g40549,True,False
0,g40405_g40405,10.845733,4.1570606,2.089549301296276e-27,3.6462635307620016e-25,0.7333333333333333,g40405_g40405,True,False
0,g22307_g22307,10.787248,3.4673157,3.9545626330837765e-27,6.8195269500872935e-25,0.17777777777777778,g22307_g22307,True,False
0,g31949_g31949,10.774668,2.728856,4.53417319496613e-27,7.552489851342448e-25,0.23333333333333334,g31949_g31949,True,False
0,g22850_g22850,10.766958,4.3819737,4.930235611810708e-27,8.119931864934985e-25,0.12222222222222222,g22850_g22850,True,False
0,g32412_g32412,10.743214,5.586851,6.378455138290834e-27,1.0162542980115983e-24,0.14444444444444443,g32412_g32412,True,False
0,g11735_SIM2,10.507022,3.21877,8.018570443446938e-26,1.1872343995964163e-23,0.17777777777777778,SIM2,True,True
