cluster,gene_id,score,logfoldchange,pval,pval_adj,pct_expressed,gene_name_clean,is_significant,is_labeled
0,g15733_MAPKAPK3,6.248944,1.7548931,4.1323736012060483e-10,1.1155125643918647e-08,0.2222222222222222,MAPKAPK3,True,True
0,g1761_IGSF10_1,6.2383413,1.687921,4.422354463122938e-10,1.1850616402277154e-08,0.1111111111111111,IGSF10,True,True
0,g34335_COLGALT1,6.222107,1.8767806,4.9052322921393e-10,1.304916423560397e-08,0.5111111111111111,COLGALT1,True,True
0,g10223_GRXCR1,6.1359725,3.8201873,8.463983681531418e-10,2.1658600782097036e-08,0.1111111111111111,GRXCR1,True,True
0,g22042_SLCO4C1_4,6.134731,4.1123986,8.530341679804037e-10,2.1745695363924794e-08,0.7444444444444445,SLCO4C1,True,True
0,g20576_ADAMTS16_4,6.1095695,2.5643616,9.990022492008129e-10,2.5074272206824512e-08,0.5555555555555556,ADAMTS16,True,True
0,g38541_FLRT3_4,6.083017,3.2999825,1.179417589822962e-09,2.9153293476601984e-08,0.13333333333333333,FLRT3,True,True
0,g35766_GPC6,6.075585,1.7416369,1.2353643584848896e-09,3.03825012863616e-08,0.1111111111111111,GPC6,True,True
0,g31318_TTYH2,6.025488,1.8293524,1.6860007024965667e-09,4.09162223463488e-08,0.17777777777777778,TTYH2,True,True
0,g1552_COL4A6_1,5.993177,2.4998329,2.0578103532098856e-09,4.9126032829561076e-08,0.6,COL4A6,True,True
0,g30257_SMURF2_5,5.939746,2.7453403,2.854645305218358e-09,6.69494254142251e-08,0.17777777777777778,SMURF2,True,True
0,g32047_OTUD1_1,5.9168673,1.8078814,3.281314011889589e-09,7.64666149225399e-08,0.12222222222222222,OTUD1,True,True
0,g29422_SYTL2_2,5.901544,1.8519154,3.601151519600007e-09,8.37867920226935e-08,0.32222222222222224,SYTL2,True,True
0,g1354_STARD10,5.8860183,1.7606031,3.956106819634889e-09,9.160918445846478e-08,0.43333333333333335,STARD10,True,True
0,g16530_COL6A3,5.8531384,2.7204936,4.823825816566333e-09,1.1100100285593298e-07,0.2222222222222222,COL6A3,True,True
0,g15161_ADAMTS20_3,5.7795463,3.556237,7.490242941977536e-09,1.6865127656452646e-07,0.25555555555555554,ADAMTS20,True,True
0,g35559_PTCHD3_6,5.748709,3.5830977,8.992736295491067e-09,1.997204979080425e-07,0.43333333333333335,PTCHD3,True,True
0,g27088_HMCN1_29,5.728412,2.7691774,1.0137512358252755e-08,2.2378863877600736e-07,0.18888888888888888,HMCN1,True,True
0,g20096_MAP4K1_1,5.702586,1.398618,1.1800322920455755e-08,2.589358283952701e-07,0.25555555555555554,MAP4K1,True,True
0,g9181_TEX11_2,5.691236,5.0932393,1.2612288676997968e-08,2.738828554480537e-07,0.2111111111111111,TEX11,True,True
0,g18372_FIBCD1_44,5.6791077,3.9770968,1.3539909486890812e-08,2.910087877695682e-07,0.36666666666666664,FIBCD1,True,True
0,g34039_ATOH8,5.6758566,2.8291798,1.3799616596110633e-08,2.961563397742162e-07,0.5777777777777777,ATOH8,True,True
0,g7889_JAM3_1,5.6576686,1.5535897,1.5344310143653034e-08,3.278671983756067e-07,0.17777777777777778,JAM3,True,True
0,g39122_CD36_7,5.640036,2.3786962,1.70014657663667e-08,3.6222018198169053e-07,0.23333333333333334,CD36,True,True
0,g19400_ROR2,5.5793724,2.610701,2.4138811358506392e-08,5.040266337506932e-07,0.9222222222222223,ROR2,True,True
0,g36382_CLEC17A_8,5.5746098,4.3126097,2.4808562786484233e-08,5.158069692543063e-07,0.3111111111111111,CLEC17A,True,True
0,g10129_SLC1A1_3,5.5572042,4.214161,2.7412960061666675e-08,5.651465099633054e-07,0.17777777777777778,SLC1A1,True,True
0,g13644_KLHDC10,5.5201635,1.951595,3.386839964414351e-08,6.933561480221446e-07,0.7555555555555555,KLHDC10,True,True
0,g26838_PLA2G4A_7,5.4970617,1.9175595,3.861710710052547e-08,7.872733739631465e-07,0.6222222222222222,PLA2G4A,True,True
0,g29853_CELSR1_2,5.495518,1.1880437,3.895648774863983e-08,7.930891630827258e-07,0.32222222222222224,CELSR1,True,True
0,g15309_IL1RAPL2_5,5.4921985,0.60287005,3.9696111103686024e-08,8.070257927293062e-07,0.32222222222222224,IL1RAPL2,True,True
0,g3912_EHD4,5.481615,1.3785596,4.214600437548566e-08,8.521050098425777e-07,0.2222222222222222,EHD4,True,True
0,g31733_FBXO32,5.473137,1.6695229,4.42138679227367e-08,8.90229225290487e-07,0.3888888888888889,FBXO32,True,True
0,g8547_ARHGAP35_1,5.34308,1.3522921,9.138029220018201e-08,1.790711661858647e-06,0.1111111111111111,ARHGAP35,True,True
0,g1663_ACOT7,5.318484,1.5158813,1.0463547636592427e-07,2.034146966275488e-06,0.15555555555555556,ACOT7,True,True
